subject_id,session_id,treatment,cap_value,cap_type,offered_price,price_index,prob_not_last,steps_of_reasoning,action,risk_aversion_score
SYN_S053,SYN_M00162,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S057,SYN_M00162,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S058,SYN_M00162,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S052,SYN_M00163,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00163,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S051,SYN_M00163,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S050,SYN_M00164,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S053,SYN_M00165,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S058,SYN_M00165,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S056,SYN_M00166,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S059,SYN_M00166,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S051,SYN_M00166,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S054,SYN_M00167,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S052,SYN_M00167,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S057,SYN_M00168,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S055,SYN_M00168,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S060,SYN_M00168,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S055,SYN_M00169,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S050,SYN_M00169,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S053,SYN_M00169,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S056,SYN_M00170,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S054,SYN_M00171,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S058,SYN_M00172,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S057,SYN_M00173,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S055,SYN_M00174,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S058,SYN_M00174,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S059,SYN_M00174,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S049,SYN_M00175,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S050,SYN_M00175,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S052,SYN_M00175,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S060,SYN_M00176,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S060,SYN_M00177,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00177,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S052,SYN_M00178,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S059,SYN_M00179,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S051,SYN_M00179,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S057,SYN_M00180,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S052,SYN_M00181,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S050,SYN_M00181,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S049,SYN_M00181,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S055,SYN_M00182,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S060,SYN_M00182,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S056,SYN_M00183,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S059,SYN_M00183,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S054,SYN_M00183,K1,1,capped,100,2,0.0,0,buy,0.5
SYN_S053,SYN_M00184,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S051,SYN_M00184,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S052,SYN_M00185,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S049,SYN_M00185,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S050,SYN_M00185,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S059,SYN_M00186,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S055,SYN_M00186,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S060,SYN_M00186,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S056,SYN_M00187,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S058,SYN_M00187,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S053,SYN_M00188,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S054,SYN_M00188,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S055,SYN_M00189,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S053,SYN_M00189,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S052,SYN_M00190,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S051,SYN_M00190,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S057,SYN_M00191,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00191,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S049,SYN_M00192,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S060,SYN_M00192,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S050,SYN_M00193,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S058,SYN_M00194,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S057,SYN_M00194,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S049,SYN_M00194,K1,1,capped,100,2,0.0,0,buy,0.5
SYN_S060,SYN_M00195,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S055,SYN_M00195,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S059,SYN_M00196,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S054,SYN_M00196,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S056,SYN_M00196,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S056,SYN_M00197,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S049,SYN_M00198,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S060,SYN_M00199,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S053,SYN_M00200,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S058,SYN_M00201,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S051,SYN_M00202,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S055,SYN_M00202,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S057,SYN_M00203,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S054,SYN_M00203,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S050,SYN_M00203,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S049,SYN_M00204,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00204,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S059,SYN_M00204,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S057,SYN_M00205,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S060,SYN_M00206,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00206,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S052,SYN_M00207,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S055,SYN_M00207,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S059,SYN_M00208,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S057,SYN_M00209,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S059,SYN_M00210,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S050,SYN_M00210,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S052,SYN_M00210,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S049,SYN_M00211,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S054,SYN_M00211,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S051,SYN_M00212,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S055,SYN_M00212,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S053,SYN_M00212,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S055,SYN_M00213,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00213,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S057,SYN_M00213,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S058,SYN_M00214,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S059,SYN_M00215,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S049,SYN_M00216,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S051,SYN_M00216,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S050,SYN_M00216,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S054,SYN_M00217,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S059,SYN_M00217,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S051,SYN_M00218,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S060,SYN_M00218,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S055,SYN_M00219,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S049,SYN_M00219,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S052,SYN_M00219,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S058,SYN_M00220,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S050,SYN_M00220,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S059,SYN_M00221,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S049,SYN_M00221,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S053,SYN_M00222,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S054,SYN_M00223,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S051,SYN_M00223,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S060,SYN_M00223,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S058,SYN_M00224,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00224,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S057,SYN_M00224,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S056,SYN_M00225,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S060,SYN_M00226,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S049,SYN_M00226,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S057,SYN_M00227,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S059,SYN_M00227,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S058,SYN_M00228,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S059,SYN_M00229,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S056,SYN_M00229,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S058,SYN_M00230,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S054,SYN_M00230,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S052,SYN_M00230,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S055,SYN_M00231,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S050,SYN_M00232,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S049,SYN_M00232,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S055,SYN_M00233,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S049,SYN_M00234,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S060,SYN_M00234,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S051,SYN_M00235,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S059,SYN_M00236,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S058,SYN_M00236,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S051,SYN_M00237,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S054,SYN_M00238,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S058,SYN_M00238,K1,1,capped,10,1,1.0,1,no_buy,0.5
SYN_S057,SYN_M00239,K1,1,capped,1,0,1.0,2,no_buy,0.5
SYN_S055,SYN_M00240,K1,1,capped,1,0,1.0,2,buy,0.5
SYN_S053,SYN_M00240,K1,1,capped,10,1,1.0,1,buy,0.5
SYN_S052,SYN_M00240,K1,1,capped,100,2,0.0,0,no_buy,0.5
SYN_S083,SYN_M00241,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S096,SYN_M00241,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S072,SYN_M00241,K10000,10000,capped,1000000,6,0.0,0,no_buy,0.5
SYN_S114,SYN_M00242,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S064,SYN_M00242,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S088,SYN_M00242,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S089,SYN_M00243,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S098,SYN_M00244,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S107,SYN_M00244,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S078,SYN_M00244,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S099,SYN_M00245,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S081,SYN_M00245,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S068,SYN_M00245,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S106,SYN_M00246,K10000,10000,capped,10,1,1.0,5,no_buy,0.5
SYN_S074,SYN_M00247,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S104,SYN_M00247,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S093,SYN_M00248,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S108,SYN_M00248,K10000,10000,capped,10,1,1.0,5,no_buy,0.5
SYN_S091,SYN_M00249,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S087,SYN_M00249,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S085,SYN_M00249,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S105,SYN_M00250,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S102,SYN_M00251,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S110,SYN_M00251,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S079,SYN_M00251,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S082,SYN_M00252,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S069,SYN_M00252,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S101,SYN_M00253,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S065,SYN_M00253,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S067,SYN_M00253,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S061,SYN_M00254,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S100,SYN_M00254,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S095,SYN_M00255,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S094,SYN_M00255,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S090,SYN_M00255,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S070,SYN_M00256,K10000,10000,capped,1,0,1.0,6,no_buy,0.5
SYN_S063,SYN_M00257,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S092,SYN_M00257,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S112,SYN_M00257,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S066,SYN_M00258,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S073,SYN_M00258,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S097,SYN_M00258,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S092,SYN_M00259,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S106,SYN_M00259,K10000,10000,capped,10,1,1.0,5,no_buy,0.5
SYN_S108,SYN_M00260,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S066,SYN_M00260,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S090,SYN_M00261,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S102,SYN_M00261,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S069,SYN_M00261,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S082,SYN_M00262,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S099,SYN_M00262,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S062,SYN_M00263,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S094,SYN_M00263,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S073,SYN_M00263,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S067,SYN_M00264,K10000,10000,capped,10,1,1.0,5,no_buy,0.5
SYN_S085,SYN_M00265,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S078,SYN_M00265,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S064,SYN_M00265,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S114,SYN_M00266,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S105,SYN_M00266,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S110,SYN_M00266,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S081,SYN_M00267,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S089,SYN_M00267,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S071,SYN_M00268,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S074,SYN_M00268,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S083,SYN_M00268,K10000,10000,capped,1000000,6,0.0,0,no_buy,0.5
SYN_S063,SYN_M00269,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S104,SYN_M00269,K10000,10000,capped,10,1,1.0,5,no_buy,0.5
SYN_S111,SYN_M00270,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S101,SYN_M00270,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S093,SYN_M00270,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S107,SYN_M00271,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S095,SYN_M00271,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S080,SYN_M00271,K10000,10000,capped,1000000,6,0.0,0,buy,0.5
SYN_S068,SYN_M00272,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S087,SYN_M00272,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S100,SYN_M00272,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S097,SYN_M00273,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S061,SYN_M00274,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S112,SYN_M00274,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S103,SYN_M00274,K10000,10000,capped,1000000,6,0.0,0,no_buy,0.5
SYN_S098,SYN_M00275,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S075,SYN_M00275,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S079,SYN_M00276,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S096,SYN_M00276,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S064,SYN_M00277,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S089,SYN_M00277,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S069,SYN_M00277,K10000,10000,capped,1000000,6,0.0,0,buy,0.5
SYN_S063,SYN_M00278,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S080,SYN_M00278,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S070,SYN_M00278,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S091,SYN_M00279,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S105,SYN_M00279,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S110,SYN_M00279,K10000,10000,capped,1000000,6,0.0,0,buy,0.5
SYN_S078,SYN_M00280,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S099,SYN_M00280,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S098,SYN_M00280,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S090,SYN_M00281,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S085,SYN_M00281,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S073,SYN_M00282,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S074,SYN_M00282,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S102,SYN_M00282,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S087,SYN_M00283,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S095,SYN_M00283,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S103,SYN_M00283,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S093,SYN_M00284,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S068,SYN_M00284,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S107,SYN_M00284,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S092,SYN_M00285,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S071,SYN_M00285,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S077,SYN_M00285,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S108,SYN_M00286,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S079,SYN_M00286,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S086,SYN_M00286,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S097,SYN_M00287,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S076,SYN_M00287,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S062,SYN_M00287,K10000,10000,capped,1000000,6,0.0,0,no_buy,0.5
SYN_S061,SYN_M00288,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S081,SYN_M00288,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S065,SYN_M00288,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S083,SYN_M00289,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S066,SYN_M00289,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S067,SYN_M00289,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S084,SYN_M00290,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S112,SYN_M00290,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S113,SYN_M00290,K10000,10000,capped,1000000,6,0.0,0,buy,0.5
SYN_S109,SYN_M00291,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S075,SYN_M00291,K10000,10000,capped,1000,3,1.0,3,no_buy,0.5
SYN_S104,SYN_M00292,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S094,SYN_M00292,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S096,SYN_M00292,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S082,SYN_M00293,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S100,SYN_M00293,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S088,SYN_M00293,K10000,10000,capped,1000000,6,0.0,0,buy,0.5
SYN_S101,SYN_M00294,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S114,SYN_M00294,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S072,SYN_M00294,K10000,10000,capped,10000,4,1.0,2,no_buy,0.5
SYN_S108,SYN_M00295,K10000,10000,capped,1,0,1.0,6,no_buy,0.5
SYN_S101,SYN_M00296,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S092,SYN_M00296,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S089,SYN_M00296,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S093,SYN_M00297,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S073,SYN_M00297,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S078,SYN_M00297,K10000,10000,capped,100000,5,1.0,1,no_buy,0.5
SYN_S080,SYN_M00298,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S067,SYN_M00298,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S084,SYN_M00298,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S100,SYN_M00299,K10000,10000,capped,10,1,1.0,5,no_buy,0.5
SYN_S102,SYN_M00300,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S072,SYN_M00300,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S065,SYN_M00300,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S114,SYN_M00301,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S086,SYN_M00301,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S110,SYN_M00301,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S094,SYN_M00302,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S098,SYN_M00302,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S066,SYN_M00302,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S112,SYN_M00303,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S091,SYN_M00303,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S068,SYN_M00303,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S070,SYN_M00304,K10000,10000,capped,1000,3,1.0,3,buy,0.5
SYN_S071,SYN_M00304,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S111,SYN_M00304,K10000,10000,capped,100000,5,1.0,1,buy,0.5
SYN_S063,SYN_M00305,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S106,SYN_M00305,K10000,10000,capped,10,1,1.0,5,no_buy,0.5
SYN_S081,SYN_M00306,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S074,SYN_M00306,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S069,SYN_M00307,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S109,SYN_M00307,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S107,SYN_M00307,K10000,10000,capped,100,2,1.0,4,no_buy,0.5
SYN_S064,SYN_M00308,K10000,10000,capped,1,0,1.0,6,buy,0.5
SYN_S079,SYN_M00308,K10000,10000,capped,10,1,1.0,5,buy,0.5
SYN_S099,SYN_M00308,K10000,10000,capped,100,2,1.0,4,buy,0.5
SYN_S097,SYN_M00309,K10000,10000,capped,10000,4,1.0,2,buy,0.5
SYN_S105,SYN_M00309,K10000,10000,capped,100000,5,1.0,1,no_buy,0.5
